Name,Position,Team,Salary,Projected,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,Vegas,VegasML,VegasTotals,VegasImplied,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
Nikola Jokic,C,DEN,11500,58.7,1,30,73.68,47.94,1,92.0,14.1,58.75,156,181,2,0,61.4,@MIN,-6.5,-230,229.5,118.0,1.5844131097560976,0.9336890243902439,0.0,56.875,36.5,0.375,0.00652173913043475,1.008765243902439,0.84375,0.12347560975609756,0.1226230454112188,2.0,0.2,2.5,1.0
Victor Wembanyama,C,SAS,11000,65.14,20,30,66.85,45.87,1,89.0,22.0,58.32,95,195,10,0,70.7,vs TOR,-4.5,-175,232.5,118.5,2.1247106481481484,1.1210648148148148,0.0,69.16666666666667,32.666666666666664,6.75,0.09698017731352797,1.5821759259259258,0.16109625668449198,0.40185185185185185,0.15398372689991577,2.3333333333333335,0.25945378151260506,4.333333333333333,0.0
Shai Gilgeous-Alexander,PG,OKC,10500,51.83,17,30,66.96,40.38,1,92.0,7.9,52.54,228,150,4,0,60.7,@DAL,-8.5,-375,225.5,117.0,1.5257221271161112,1.1895111545881905,0.0,60.666666666666664,40.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Davis,PF/C,DAL,10000,52.73,11,30,65.39,28.98,1,90.0,20.1,50.39,84,151,-5,0,52.2,vs OKC,8.5,295,225.5,108.5,1.4481947055137845,0.8506109022556391,0.0,50.666666666666664,35.0,3.9166666666666665,0.07553386281416213,1.2458803258145363,0.21049783549783543,0.28218984962406013,0.2021939136143177,1.3333333333333333,0.14358974358974355,4.333333333333333,0.6666666666666666
Cade Cunningham,PG,DET,9800,48.0,4,30,60.19,44.06,1,89.0,13.6,50.32,114,153,5,0,44.3,vs CLE,1.5,110,231.5,115.0,1.1909780106374535,1.0198327644148077,0.0,43.75,37.0,5.5,0.1265116166075885,1.0275065491783757,0.34697855750487333,0.29902622317482996,0.20902797339671508,4.0,0.5151515151515151,4.666666666666667,0.3333333333333333
Zion Williamson,PF,NOP,9600,0.0,6,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,54.9,vs BOS,4.5,164,231.5,113.5,1.5516994266994266,1.0438165438165439,0.0,54.125,35.0,4.75,0.08786695681856965,1.1887796887796886,0.0,0.4586404586404586,0.11358314659120555,3.0,0.375,4.0,0.0
Alperen Sengun,PF/C,HOU,9500,53.53,2,30,56.22,35.78,1,89.0,3.2,46.14,463,132,10,0,56.0,vs BKN,-16.5,-1350,224.5,120.5,1.2479189044038668,0.8654672395273898,0.0,55.25,43.5,5.25,0.09184862677837144,0.9546186895810956,0.20629370629370625,0.29484425349086996,0.18265129523124304,2.5,0.35,4.5,0.0
Donovan Mitchell,PG/SG,CLE,9400,44.37,22,30,61.67,31.14,1,87.0,2.7,44.75,525,115,3,0,44.3,@DET,-1.5,-130,231.5,116.5,1.2714646464646464,1.1039682539682538,0.0,44.25,34.666666666666664,2.6666666666666665,0.05907720316322463,0.9916305916305918,0.5149572649572649,0.38249158249158244,0.18197689774821627,2.6666666666666665,0.30833333333333335,4.666666666666667,0.0
Tyrese Maxey,PG,PHI,9300,42.61,18,30,58.74,27.39,1,88.0,1.1,46.11,686,111,-2,0,56.3,vs ORL,6.5,195,228.5,111.0,1.3568524970963995,1.0374564459930313,0.0,56.25,41.5,3.0,0.05499046408137315,0.93931475029036,0.29230769230769227,0.32549361207897787,0.18937365472729434,3.0,0.6373626373626373,3.5,0.0
Trae Young,PG,ATL,9200,42.92,24,30,58.02,38.54,1,90.0,5.1,44.32,262,126,3,0,36.2,@CHI,-2.5,-142,243.5,123.0,1.0928104575163398,0.9313725490196078,0.0,35.666666666666664,32.666666666666664,7.416666666666667,0.2110883216055031,0.8758169934640523,0.33207070707070707,0.3607843137254902,0.19721843285590435,3.0,0.3442460317460317,4.0,0.0
Anthony Edwards,SG,MIN,9100,0.0,21,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,35.5,vs DEN,6.5,190,229.5,111.5,1.6474969474969476,1.3106227106227106,0.0,35.5,25.666666666666668,1.0,0.020171890798786632,1.4188034188034189,0.42424242424242425,0.27863247863247864,0.1419871412407739,2.0,0.08683473389355739,1.3333333333333333,1.0
Kevin Durant,SG/SF,HOU,9000,36.35,16,30,55.03,30.88,1,90.0,5.1,42.89,237,110,0,0,44.3,vs BKN,-16.5,-1350,224.5,120.5,1.090281771132835,0.8326624496837263,0.0,44.25,42.0,4.5,0.09090012816720884,0.8993674525589419,0.25,0.3766532489936745,0.17297260439750858,2.5,0.35,4.0,0.5
Devin Booker,PG,PHX,8900,41.09,5,30,51.88,30.56,1,89.0,14.2,46.49,87,127,5,0,38.1,@UTA,1.5,105,229.5,114.0,1.13009438009438,1.127127127127127,0.0,38.083333333333336,33.666666666666664,3.0,0.07204983971451033,0.9627127127127126,0.42777777777777776,0.3928213928213928,0.16366496654037765,2.6666666666666665,0.1607142857142857,2.3333333333333335,0.6666666666666666
Josh Giddey,PG/SG,CHI,8700,44.4,14,30,65.19,39.19,1,86.0,5.7,43.57,234,125,2,0,40.1,vs ATL,2.5,120,243.5,120.5,1.2971443965517242,1.0269396551724137,0.0,39.375,30.5,2.875,0.07666666666666665,1.1018318965517242,0.1919191919191919,0.2834051724137931,0.1460628657361353,3.0,0.43181818181818177,5.0,1.0
Evan Mobley,PF/C,CLE,8600,44.38,23,30,50.59,27.41,1,88.0,8.9,44.27,135,119,2,0,43.3,@DET,-1.5,-130,231.5,116.5,1.25,0.7690631808278866,0.0,43.333333333333336,34.666666666666664,3.0,0.07312654634057324,0.9809368191721134,0.3611111111111111,0.22276688453159035,0.360243362462856,2.3333333333333335,0.22222222222222224,4.0,0.6666666666666666
Jaylen Brown,SG/SF,BOS,8500,38.59,9,30,49.01,25.02,1,88.0,5.4,40.53,202,103,0,0,42.0,@NOP,-4.5,-198,231.5,118.0,1.2088624338624339,1.0679894179894178,0.0,42.666666666666664,35.333333333333336,4.25,0.1015057406361754,1.0584656084656083,0.2767676767676767,0.3682539682539682,0.12490234177070607,2.6666666666666665,0.4351851851851852,3.3333333333333335,0.3333333333333333
Jalen Johnson,PF,ATL,8400,33.96,16,30,53.48,27.52,1,87.0,9.7,39.39,110,103,-2,0,34.6,@CHI,-2.5,-142,243.5,123.0,1.107967032967033,0.7791208791208791,0.0,34.625,30.5,2.125,0.0469613259668508,0.8945054945054944,0.0714285714285714,0.239010989010989,0.10659800961545335,1.5,0.35,4.0,1.0
Paolo Banchero,PF,ORL,8300,45.51,13,30,57.61,33.26,1,89.0,4.3,42.58,281,120,5,0,35.8,@PHI,-6.5,-238,228.5,117.5,0.9765873015873016,0.6552910052910054,0.0,34.75,35.666666666666664,1.6666666666666667,0.03898635477582844,1.066931216931217,0.28461538461538455,0.29947089947089944,0.17068001006006153,3.0,0.21825396825396823,2.3333333333333335,1.0
Scottie Barnes,PG/SF,TOR,8200,45.36,17,30,52.2,26.39,1,89.0,3.5,40.28,323,110,7,0,46.7,@SAS,4.5,145,232.5,114.0,1.3694512527233116,0.9776688453159043,0.0,46.166666666666664,34.0,4.25,0.08338253326672412,0.9810729847494554,0.09393939393939393,0.2057461873638344,0.1577572981391087,2.3333333333333335,0.242063492063492,4.666666666666667,0.0
Nikola Vucevic,C,CHI,8100,37.21,4,30,52.46,30.5,1,89.0,1.9,41.74,532,105,0,0,41.0,vs ATL,2.5,120,243.5,120.5,1.2475562072336266,0.8084066471163245,0.0,40.25,32.0,1.375,0.0363529014844804,0.9022482893450636,0.16666666666666666,0.11094819159335285,0.5314097015186094,2.0,0.2,2.0,1.0
Derrick White,PG,BOS,8000,35.8,11,30,45.52,27.35,1,88.0,5.4,38.79,178,101,-2,0,37.1,@NOP,-4.5,-198,231.5,118.0,1.036880386880387,0.6493818493818494,0.0,36.416666666666664,35.0,3.9166666666666665,0.10862055576234557,0.7454467454467455,0.6757575757575758,0.19014859014859012,0.15537050138187072,2.6666666666666665,0.5256410256410257,2.6666666666666665,0.6666666666666666
Jalen Williams,SF/PF,OKC,8000,0.0,9,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@DAL,-8.5,-375,225.5,117.0,,,,,,,,,,,,,,,
Darius Garland,PG,CLE,7900,0.0,8,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@DET,-1.5,-130,231.5,116.5,,,,,,,,,,,,,,,
Chet Holmgren,PF/C,OKC,7900,38.89,21,30,43.82,22.15,1,86.0,9.5,37.5,100,100,7,0,44.5,@DAL,-8.5,-375,225.5,117.0,1.3271604938271604,0.8850902184235517,0.0,43.5,35.0,5.583333333333333,0.12640380092480655,0.982905982905983,0.5055555555555555,0.26780626780626776,0.1907010993463488,2.6666666666666665,0.2962962962962963,4.0,1.0
Franz Wagner,SF/PF,ORL,7800,40.31,23,30,46.28,33.72,1,89.0,8.7,38.06,112,115,10,0,36.8,@PHI,-6.5,-238,228.5,117.5,1.0472222222222223,0.8164643635231871,0.0,36.75,35.0,3.6666666666666665,0.10752482811306337,0.8954248366013072,0.25925925925925924,0.23767507002801117,0.17439871225618628,1.6666666666666667,0.12169312169312167,5.333333333333333,0.0
Joel Embiid,C,PHI,7700,0.0,8,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,24.3,vs ORL,6.5,195,228.5,111.0,1.2125,0.85,0.0,24.25,20.0,0.0,0.0,1.0,0.5357142857142857,0.15000000000000002,0.5867226969186408,1.5,0.0,2.5,1.0
Coby White,PG/SG,CHI,7600,0.0,25,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs ATL,2.5,120,243.5,120.5,,,,,,,,,,,,,,,
Julius Randle,PF,MIN,7500,40.47,24,30,50.46,28.7,1,89.0,15.3,40.75,65,120,1,0,45.7,vs DEN,6.5,190,229.5,111.5,1.3112554862554862,0.955994455994456,0.0,45.666666666666664,35.333333333333336,3.5,0.07701631600586907,0.8709170709170709,0.39682539682539675,0.2796950796950796,0.2078577086994939,2.3333333333333335,0.11805555555555554,2.6666666666666665,1.0
Jamal Murray,PG,DEN,7500,41.04,28,30,52.16,27.84,1,88.0,4.4,36.59,221,104,-1,0,45.4,@MIN,-6.5,-230,229.5,118.0,1.2421875,0.94375,0.0,44.625,36.0,4.875,0.11410256410256406,0.790625,0.4652777777777778,0.265625,0.1538808236820167,3.5,0.2722222222222222,3.5,0.0
RJ Barrett,SG,TOR,7500,35.1,28,30,42.83,25.95,1,87.0,3.8,32.61,218,91,5,0,36.3,@SAS,4.5,145,232.5,114.0,1.1929653679653678,0.8582972582972582,0.0,36.333333333333336,30.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Williams,C,PHX,7500,25.62,27,30,45.38,23.18,2,84.0,3.0,27.41,246,72,3,0,16.4,@UTA,1.5,105,229.5,114.0,0.8236607142857143,0.21726190476190474,0.0,16.375,19.0,2.25,0.0967741935483871,0.7321428571428572,0.0,0.056547619047619,0.0,2.0,0.0,4.0,0.0
Amen Thompson,PG,HOU,7400,35.2,9,30,43.7,24.71,1,85.0,3.3,34.83,255,91,3,0,24.0,vs BKN,-16.5,-1350,224.5,120.5,0.675,0.5628205128205128,0.0,24.0,34.5,1.625,0.08374689826302725,0.7128205128205127,0.5,0.23589743589743584,0.14094925792502105,2.0,0.25,4.0,0.0
Paul George,SF/PF,PHI,7400,0.0,5,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs ORL,6.5,195,228.5,111.0,,,,,,,,,,,,,,,
Cam Thomas,PG/SG,BKN,7300,37.63,10,30,47.54,25.64,1,81.0,7.1,34.91,124,95,3,0,37.6,@HOU,16.5,800,224.5,104.0,1.2114583333333333,1.1507936507936507,0.0,37.916666666666664,30.333333333333332,2.3333333333333335,0.06831124737313427,1.1180555555555556,0.44800569800569806,0.48313492063492064,0.16892571610993512,2.0,0.14579124579124578,3.3333333333333335,0.3333333333333333
Brandon Ingram,SF,TOR,7200,37.66,27,30,50.19,27.91,1,88.0,2.7,36.39,331,98,6,0,37.8,@SAS,4.5,145,232.5,114.0,1.1840017100433768,0.9122872872872874,0.0,37.75,32.0,3.25,0.08143790849673199,0.9570403737070402,0.25,0.20530947614280945,0.1410175312061562,3.0,0.1111111111111111,4.0,0.3333333333333333
Trey Murphy III,SG/SF,NOP,7200,37.74,2,30,44.26,21.46,1,88.0,14.5,38.4,60,105,3,0,39.4,vs BOS,4.5,164,231.5,113.5,0.9645040760869565,0.5917119565217391,0.0,38.625,39.0,2.375,0.09047619047619045,0.7010869565217391,0.5634920634920635,0.1120923913043478,0.0940887650117363,3.0,0.5,2.5,0.5
Kristaps Porzingis,PF/C,ATL,7200,31.54,17,30,35.21,10.17,1,85.0,5.5,33.36,131,73,2,0,36.8,@CHI,-2.5,-142,243.5,123.0,1.4134615384615383,0.9230769230769232,0.0,36.75,26.0,3.0,0.0816326530612244,1.0769230769230769,0.5,0.2307692307692307,0.1286276013972165,1.0,0.0,4.0,1.0
De'Aaron Fox,PG,SAS,7200,0.0,20,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs TOR,-4.5,-175,232.5,118.5,,,,,,,,,,,,,,,
Jalen Duren,C,DET,7200,32.9,7,30,47.33,22.58,1,86.0,3.8,32.82,214,85,1,0,32.7,vs CLE,1.5,110,231.5,115.0,1.5591269841269841,0.8230158730158731,0.0,32.166666666666664,20.0,3.5833333333333335,0.10641242937853107,1.2476190476190476,0.0,0.29603174603174603,0.46332773493907026,2.6666666666666665,0.2222222222222222,3.0,0.6666666666666666
Stephon Castle,PG/SG,SAS,7100,32.78,20,30,46.07,26.33,1,86.0,1.1,33.39,399,88,0,0,32.4,vs TOR,-4.5,-175,232.5,118.5,1.0632183908045978,0.9358760013932428,0.0,32.416666666666664,30.666666666666668,1.6666666666666667,0.04292626867477164,1.044723092998955,0.32857142857142857,0.25433646812957156,0.10574719375651033,2.3333333333333335,0.35000000000000003,3.6666666666666665,0.6666666666666666
Immanuel Quickley,PG,TOR,7000,30.35,8,30,44.52,26.8,1,87.0,8.8,33.94,87,93,3,0,35.2,@SAS,4.5,145,232.5,114.0,1.0709435189499843,0.7454566635601118,0.0,35.166666666666664,32.666666666666664,2.6666666666666665,0.0745443633721848,0.822081780055918,0.5492424242424242,0.24454411307859583,0.15749289831230232,3.0,0.21666666666666667,3.6666666666666665,1.0
Lauri Markkanen,SF/PF,UTA,7000,32.13,25,30,37.89,20.61,1,87.0,4.9,35.23,150,86,6,0,38.8,vs PHX,-1.5,-125,229.5,115.5,1.1224747474747474,0.880050505050505,0.0,38.75,34.5,2.0,0.052539258269295,0.731060606060606,0.7424242424242424,0.1111111111111111,0.0548321566985622,0.5,0.125,4.0,0.5
Onyeka Okongwu,C,ATL,7000,35.47,23,30,48.7,23.49,2,87.0,1.6,30.76,402,86,0,0,33.2,@CHI,-2.5,-142,243.5,123.0,0.9966089466089466,0.5761904761904761,0.0,32.666666666666664,32.666666666666664,1.75,0.054367201426024934,0.7017316017316017,0.3849206349206349,0.10404040404040404,0.11665194473361777,2.0,0.2698412698412698,3.3333333333333335,0.6666666666666666
Aaron Gordon,PF,DEN,7000,31.95,15,30,46.07,21.43,1,86.0,1.6,29.56,377,79,2,0,48.3,@MIN,-6.5,-230,229.5,118.0,1.4346153846153846,1.0523076923076924,0.0,48.25,32.0,4.375,0.06340579710144925,0.8671794871794872,0.5416666666666667,0.27384615384615385,0.14727290694082734,2.5,0.16666666666666666,2.0,1.0
Desmond Bane,SG/SF,ORL,7000,35.63,25,30,47.51,24.53,1,88.0,0.8,34.88,413,91,10,0,30.3,@PHI,-6.5,-238,228.5,117.5,0.9353209514499836,0.7611599869664386,0.0,30.333333333333332,32.333333333333336,2.3333333333333335,0.07694367921640646,0.8318670576735094,0.44646464646464645,0.20397523623330072,0.18051178726474112,1.0,0.22685185185185186,3.3333333333333335,0.6666666666666666
Cooper Flagg,PG,DAL,6900,32.55,1,30,37.45,26.72,1,67.0,1.1,32.98,355,79,-2,0,32.1,vs OKC,8.5,295,225.5,108.5,0.9938526272577995,0.7104577175697866,0.0,31.583333333333332,32.0,3.4166666666666665,0.1058114590723286,0.8313321018062397,0.38888888888888884,0.19831691297208534,0.21427275579784966,3.0,0.375,4.333333333333333,0.0
Jordan Poole,PG/SG,NOP,6800,36.76,2,30,36.81,19.16,1,83.0,5.0,36.64,150,89,-2,0,28.5,vs BOS,4.5,164,231.5,113.5,0.7797010228166799,0.6601101494885917,0.0,28.5,36.0,-0.25,-0.00704225352112675,0.579464988198269,0.606060606060606,0.1538158929976396,0.1571821356647427,1.5,0.16666666666666666,3.0,1.0
Michael Porter Jr.,PF,BKN,6800,29.98,8,30,33.89,13.14,1,86.0,2.2,31.67,295,71,1,0,36.5,@HOU,16.5,800,224.5,104.0,1.0919493177387916,0.7266666666666667,0.0,36.166666666666664,33.0,3.5833333333333335,0.09350406829398424,0.7549707602339181,0.5562770562770564,0.10805068226120856,0.40334956288461604,2.6666666666666665,0.3666666666666667,4.0,0.6666666666666666
VJ Edgecombe,SG/SF,PHI,6800,37.55,23,30,50.75,30.04,1,57.99999999999999,10.5,33.56,79,88,0,0,46.4,vs ORL,6.5,195,228.5,111.0,1.1291666666666667,0.7767857142857143,0.0,46.375,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payton Pritchard,PG/SG,BOS,6700,36.87,13,30,37.23,11.86,1,78.0,3.3,33.61,219,76,3,0,31.8,@NOP,-4.5,-198,231.5,118.0,0.8849621680504033,0.5739710298533828,0.0,31.333333333333332,35.666666666666664,3.1666666666666665,0.08568840579710142,0.7050727197786021,0.6455026455026455,0.19734440322675617,0.1628118398610401,2.0,0.1898148148148148,3.3333333333333335,1.0
Quentin Grimes,SG/SF,PHI,6700,30.46,1,30,54.51,28.83,2,81.0,5.5,30.9,141,86,-1,0,28.8,vs ORL,6.5,195,228.5,111.0,0.93515625,0.8125,0.0,28.75,31.0,1.25,0.05617977528089885,0.8072916666666667,0.46428571428571425,0.14791666666666664,0.527288029327226,2.0,0.25,4.5,0.0
Devin Vassell,SG/SF,SAS,6700,29.19,8,30,39.89,21.61,1,87.0,1.4,32.2,339,79,11,0,28.4,vs TOR,-4.5,-175,232.5,118.5,0.805213133640553,0.5970814132104455,0.0,28.416666666666668,35.333333333333336,1.4166666666666667,0.0555173730431462,0.5959293394777266,0.4444444444444444,0.056029185867895494,0.38714016680118374,2.6666666666666665,0.3333333333333333,2.6666666666666665,1.0
Dyson Daniels,PG/SG,ATL,6600,25.85,5,30,45.09,23.22,1,86.0,6.1,30.11,109,78,-1,0,19.8,@CHI,-2.5,-142,243.5,123.0,0.7085220410628019,0.39123725174449814,0.0,19.833333333333332,27.333333333333332,3.5,0.16730672900317245,0.6025395866881375,0.16666666666666666,0.07236312399355876,0.3783479630880036,2.6666666666666665,0.5,3.0,0.6666666666666666
Walker Kessler,C,UTA,6600,33.03,26,30,48.45,22.64,1,86.0,1.9,33.42,379,85,-1,0,36.0,vs PHX,-1.5,-125,229.5,115.5,1.2297413793103447,0.6488505747126436,0.0,36.0,29.5,3.375,0.13660762211486843,0.8,0.0,0.13735632183908045,0.0544329170640413,3.5,0.6428571428571428,2.5,1.0
Isaiah Hartenstein,C,OKC,6500,27.54,21,30,30.291269614335356,14.88,1,86.0,1.1,32.28,293,71,6,0,28.5,@DAL,-8.5,-375,225.5,117.0,0.8375271823547686,0.3960857409133271,0.0,28.0,34.333333333333336,4.666666666666667,0.16764734383782,0.6477166821994408,0.16666666666666663,0.07952780366573463,0.4593752677906662,2.3333333333333335,0.611111111111111,4.666666666666667,1.0
Keyonte George,PG/SG,UTA,6500,30.0,7,30,38.4,21.72,1,86.0,2.2,33.35,301,81,4,0,36.3,vs PHX,-1.5,-125,229.5,115.5,1.1127450980392157,0.9372549019607842,0.0,35.5,32.0,2.0,0.05555555555555555,0.7303921568627451,0.6507936507936507,0.2598039215686274,0.15392989138432406,3.0,0.25,2.0,1.0
Anfernee Simons,PG/SG,BOS,6400,25.0,20,30,40.72,21.5,2,85.0,1.1,26.23,294,69,-2,0,20.2,@NOP,-4.5,-198,231.5,118.0,0.7281015163714439,0.5462627482555019,0.0,20.166666666666668,27.333333333333332,1.6666666666666667,0.0690737833594976,0.5590445517981749,0.6750000000000002,0.1553609769189479,0.12537346585271597,2.6666666666666665,0.2222222222222222,3.0,0.0
Jalen Green,PG/SG,PHX,6300,0.0,30,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@UTA,1.5,105,229.5,114.0,,,,,,,,,,,,,,,
Jarrett Allen,C,CLE,6300,26.03,29,30,41.33,14.17,1,86.0,3.3,30.43,187,68,3,0,26.8,@DET,-1.5,-130,231.5,116.5,0.9478632478632477,0.5107448107448106,0.0,26.833333333333332,28.0,0.4166666666666667,0.01683501683501683,0.7315628815628816,0.05555555555555553,0.14004884004884,0.3931459647310959,2.3333333333333335,0.2619047619047619,4.333333333333333,0.0
Ausar Thompson,SF/PF,DET,6200,33.34,24,30,39.69,17.66,1,86.0,16.4,33.86,40,92,7,0,37.8,vs CLE,1.5,110,231.5,115.0,1.2110690235690236,0.7567340067340068,0.0,37.25,31.0,1.75,0.045785233285233234,0.8518518518518517,0.1574074074074074,0.1553030303030303,0.1685858567894378,2.3333333333333335,0.25925925925925924,4.333333333333333,0.0
Rudy Gobert,C,MIN,6200,27.94,16,30,37.44,11.06,1,86.0,5.3,32.06,114,70,-1,0,25.3,vs DEN,6.5,190,229.5,111.5,0.7677258403361344,0.3205532212885154,0.0,24.75,31.333333333333332,1.9166666666666667,0.1071212765916107,0.6288515406162465,0.0,0.10381652661064422,0.0832185879451591,2.0,0.27777777777777773,3.3333333333333335,0.3333333333333333
Jakob Poeltl,C,TOR,6100,26.05,19,30,39.76,18.96,1,85.0,1.1,26.93,283,68,6,0,20.6,@SAS,4.5,145,232.5,114.0,0.9456553842518755,0.5417331206804891,0.0,20.583333333333332,22.666666666666668,2.6666666666666665,0.1112631098951208,0.7115305097761238,0.0,0.0175438596491228,0.0,1.0,0.0,4.333333333333333,1.0
Grayson Allen,SG/SF,PHX,6000,32.84,29,30,36.120753428571426,9.94,1,83.0,7.0,31.56,86,73,12,0,32.2,@UTA,1.5,105,229.5,114.0,0.980806629513526,0.6861430395913155,0.0,32.166666666666664,32.666666666666664,2.6666666666666665,0.0769100743745774,0.5584871705561361,0.8194444444444445,0.09790433066295133,0.36283358868197163,2.6666666666666665,0.2619047619047619,3.3333333333333335,1.0
